Ort,PLZ,Gemeindename,Kanton,Sprache
Fürstenaubruck,7413,Fürstenau,GR,rm
Fürstenau,7414,Fürstenau,GR,rm
Rodels,7415,Domleschg,GR,rm
Pratval,7415,Domleschg,GR,rm
Almens,7416,Domleschg,GR,rm
Paspels,7417,Domleschg,GR,rm
Tumegl/Tomils,7418,Domleschg,GR,rm
Scheid,7419,Domleschg,GR,rm
Summaprada,7421,Cazis,GR,de
Tartar,7422,Cazis,GR,rm
Sarn,7423,Cazis,GR,rm
Portein,7423,Cazis,GR,rm
Präz,7424,Cazis,GR,rm
Dalin,7424,Cazis,GR,rm
Masein,7425,Masein,GR,de
Flerden,7426,Flerden,GR,rm
Flerden,7426,Flerden,GR,rm
Urmein,7427,Urmein,GR,de
Tschappina,7428,Tschappina,GR,de
Thusis,7430,Thusis,GR,de
Rongellen,7430,Rongellen,GR,rm
Mutten,7431,Thusis,GR,de
Obermutten,7431,Thusis,GR,de
Zillis,7432,Zillis-Reischen,GR,rm
Wergenstein,7433,Casti-Wergenstein,GR,rm
Donat,7433,Donat,GR,rm
Lohn GR,7433,Lohn (GR),GR,rm
Mathon,7433,Mathon,GR,rm
Sufers,7434,Sufers,GR,de
Splügen,7435,Rheinwald,GR,de
Medels im Rheinwald,7436,Rheinwald,GR,de
Nufenen,7437,Rheinwald,GR,de
Hinterrhein,7438,Rheinwald,GR,de
Andeer,7440,Andeer,GR,rm
Clugin,7442,Andeer,GR,rm
Pignia,7443,Andeer,GR,rm
Ausserferrera,7444,Ferrera,GR,rm
Innerferrera,7445,Ferrera,GR,rm
Innerferrera,7445,Ferrera,GR,rm
Campsut-Cröt,7446,Avers,GR,de
Cresta (Avers),7447,Avers,GR,de
Am Bach (Avers),7447,Avers,GR,de
Juf,7448,Avers,GR,de
Tiefencastel,7450,Vaz/Obervaz,GR,rm
Tiefencastel,7450,Albula/Alvra,GR,rm
Alvaschein,7451,Albula/Alvra,GR,rm
Cunter,7452,Surses,GR,rm
Tinizong,7453,Surses,GR,rm
Rona,7454,Surses,GR,rm
Mulegns,7455,Surses,GR,rm
Sur,7456,Surses,GR,rm
Marmorera,7456,Surses,GR,rm
Bivio,7457,Surses,GR,rm
Mon,7458,Albula/Alvra,GR,rm
Stierva,7459,Albula/Alvra,GR,rm
Savognin,7460,Surses,GR,rm
Salouf,7462,Surses,GR,rm
Riom,7463,Surses,GR,rm
Riom,7463,Surses,GR,rm
Parsonz,7464,Surses,GR,rm
Surava,7472,Albula/Alvra,GR,rm
Alvaneu Bad,7473,Albula/Alvra,GR,rm
Filisur,7477,Bergün Filisur,GR,rm
Bergün/Bravuogn,7482,Bergün Filisur,GR,rm
Preda,7482,Bergün Filisur,GR,rm
Stugl/Stuls,7482,Bergün Filisur,GR,rm
Latsch,7484,Bergün Filisur,GR,rm
Alvaneu Dorf,7492,Albula/Alvra,GR,rm
Schmitten (Albula),7493,Schmitten (GR),GR,de
Davos Wiesen,7494,Davos,GR,de
St. Moritz,7500,St. Moritz,GR,rm
Bever,7502,Bever,GR,rm
Bever,7502,Bever,GR,rm
Samedan,7503,Samedan,GR,rm
Pontresina,7504,Pontresina,GR,rm
Celerina/Schlarigna,7505,Celerina/Schlarigna,GR,rm
Champfèr,7512,Silvaplana,GR,rm
Silvaplana,7513,Silvaplana,GR,rm
Silvaplana-Surlej,7513,Silvaplana,GR,rm
Sils/Segl Maria,7514,Sils im Engadin/Segl,GR,rm
Fex,7514,Sils im Engadin/Segl,GR,rm
Sils/Segl Baselgia,7515,Sils im Engadin/Segl,GR,rm
Maloja,7516,Bregaglia,GR,it
Plaun da Lej,7517,Sils im Engadin/Segl,GR,rm
La Punt Chamues-ch,7522,La Punt Chamues-ch,GR,rm
Madulain,7523,Madulain,GR,rm
Madulain,7523,Madulain,GR,rm
Zuoz,7524,Zuoz,GR,rm
Zuoz,7524,Zuoz,GR,rm
S-chanf,7525,S-chanf,GR,rm
Cinuos-chel,7526,S-chanf,GR,rm
Brail,7527,Zernez,GR,rm
Zernez,7530,Zernez,GR,rm
Tschierv,7532,Val Müstair,GR,rm
Fuldera,7533,Val Müstair,GR,rm
Lü,7534,Val Müstair,GR,rm
Valchava,7535,Val Müstair,GR,rm
Sta. Maria Val Müstair,7536,Val Müstair,GR,rm
Müstair,7537,Val Müstair,GR,rm
Susch,7542,Zernez,GR,rm
Lavin,7543,Zernez,GR,rm
Guarda,7545,Scuol,GR,rm
Ardez,7546,Scuol,GR,rm
Scuol,7550,Scuol,GR,rm
Ftan,7551,Scuol,GR,rm
Vulpera,7552,Scuol,GR,rm
Tarasp,7553,Scuol,GR,rm
Sent,7554,Scuol,GR,rm
Crusch,7554,Scuol,GR,rm
Ramosch,7556,Valsot,GR,rm
Ramosch,7556,Valsot,GR,rm
Vnà,7557,Valsot,GR,rm
Strada,7558,Valsot,GR,rm
Tschlin,7559,Valsot,GR,rm
Martina,7560,Valsot,GR,rm
Samnaun-Compatsch,7562,Samnaun,GR,de
Samnaun Dorf,7563,Samnaun,GR,de
Casaccia,7602,Bregaglia,GR,it
Vicosoprano,7603,Bregaglia,GR,it
Borgonovo,7604,Bregaglia,GR,it
Stampa,7605,Bregaglia,GR,it
Promontogno,7606,Bregaglia,GR,it
Bondo,7606,Bregaglia,GR,de
Castasegna,7608,Bregaglia,GR,it
Soglio,7610,Bregaglia,GR,it
Ospizio Bernina,7710,Poschiavo,GR,it
Alp Grüm,7710,Poschiavo,GR,it
S. Carlo (Poschiavo),7741,Poschiavo,GR,it
Poschiavo,7742,Poschiavo,GR,it
Sfazù,7742,Poschiavo,GR,it
La Rösa,7742,Poschiavo,GR,it
Brusio,7743,Brusio,GR,it
Miralago,7743,Poschiavo,GR,it
Campocologno,7744,Brusio,GR,it
Li Curt,7745,Poschiavo,GR,it
Le Prese,7746,Poschiavo,GR,it
Viano,7747,Brusio,GR,it
Campascio,7748,Brusio,GR,it
Zürich,8001,Zürich,ZH,de
Zürich,8002,Zürich,ZH,de
Zürich,8003,Zürich,ZH,de
Zürich,8004,Zürich,ZH,de
Zürich,8005,Zürich,ZH,de
Zürich,8006,Zürich,ZH,de
Zürich,8008,Zürich,ZH,de
Zürich,8032,Zürich,ZH,de
Zürich,8037,Zürich,ZH,de
Zürich,8038,Zürich,ZH,de
Zürich,8041,Zürich,ZH,de
Gockhausen,8044,Dübendorf,ZH,de
Zürich,8044,Zürich,ZH,de
Zürich,8045,Zürich,ZH,de
Zürich,8046,Zürich,ZH,de
Zürich,8047,Zürich,ZH,de
Zürich,8048,Zürich,ZH,de
Zürich,8049,Zürich,ZH,de
Zürich,8050,Zürich,ZH,de
Zürich,8051,Zürich,ZH,de
Zürich,8052,Zürich,ZH,de
Zürich,8053,Zürich,ZH,de
Zürich,8055,Zürich,ZH,de
Zürich,8057,Zürich,ZH,de
Zürich,8064,Zürich,ZH,de
Oberengstringen,8102,Oberengstringen,ZH,de
Unterengstringen,8103,Unterengstringen,ZH,de
Weiningen ZH,8104,Weiningen (ZH),ZH,de
Regensdorf,8105,Regensdorf,ZH,de
Watt,8105,Regensdorf,ZH,de
Adlikon b. Regensdorf,8106,Regensdorf,ZH,de
Buchs ZH,8107,Buchs (ZH),ZH,de
Dällikon,8108,Dällikon,ZH,de
Kloster Fahr,8109,Würenlos,AG,de
Otelfingen,8112,Otelfingen,ZH,de
Boppelsen,8113,Boppelsen,ZH,de
Dänikon ZH,8114,Dänikon,ZH,de
Hüttikon,8115,Hüttikon,ZH,de
Fällanden,8117,Fällanden,ZH,de
Pfaffhausen,8118,Fällanden,ZH,de
Benglen,8121,Fällanden,ZH,de
Binz,8122,Maur,ZH,de
Ebmatingen,8123,Maur,ZH,de
Maur,8124,Maur,ZH,de
Zollikerberg,8125,Zollikon,ZH,de
Zumikon,8126,Zumikon,ZH,de
Forch,8127,Küsnacht (ZH),ZH,de
Egg b. Zürich,8132,Egg,ZH,de
Hinteregg,8132,Egg,ZH,de
Esslingen,8133,Egg,ZH,de
Adliswil,8134,Adliswil,ZH,de
Langnau am Albis,8135,Langnau am Albis,ZH,de
Sihlbrugg Station,8135,Horgen,ZH,de
Sihlwald,8135,Horgen,ZH,de
Gattikon,8136,Thalwil,ZH,de
Uitikon Waldegg,8142,Uitikon,ZH,de
Stallikon,8143,Stallikon,ZH,de
Uetliberg,8143,Stallikon,ZH,de
Glattbrugg,8152,Opfikon,ZH,de
Opfikon,8152,Opfikon,ZH,de
Glattpark (Opfikon),8152,Opfikon,ZH,de
Rümlang,8153,Rümlang,ZH,de
Oberglatt ZH,8154,Oberglatt,ZH,de
Niederhasli,8155,Niederhasli,ZH,de
Nassenwil,8155,Niederhasli,ZH,de
Oberhasli,8156,Niederhasli,ZH,de
Dielsdorf,8157,Dielsdorf,ZH,de
Regensberg,8158,Regensberg,ZH,de
Steinmaur,8162,Steinmaur,ZH,de
Sünikon,8162,Steinmaur,ZH,de
Bachs,8164,Bachs,ZH,de
Oberweningen,8165,Oberweningen,ZH,de
Schleinikon,8165,Schleinikon,ZH,de
Schöfflisdorf,8165,Schöfflisdorf,ZH,de
Niederweningen,8166,Niederweningen,ZH,de
Niederglatt ZH,8172,Niederglatt,ZH,de
Neerach,8173,Neerach,ZH,de
Stadel b. Niederglatt,8174,Stadel,ZH,de
Windlach,8175,Stadel,ZH,de
Bülach,8180,Bülach,ZH,de
Höri,8181,Höri,ZH,de
Hochfelden,8182,Hochfelden,ZH,de
Bachenbülach,8184,Bachenbülach,ZH,de
Winkel,8185,Winkel,ZH,de
Weiach,8187,Weiach,ZH,de
Glattfelden,8192,Glattfelden,ZH,de
Zweidlen,8192,Glattfelden,ZH,de
Eglisau,8193,Eglisau,ZH,de
Hüntwangen,8194,Hüntwangen,ZH,de
Wasterkingen,8195,Wasterkingen,ZH,de
Wil ZH,8196,Wil (ZH),ZH,de
Rafz,8197,Rafz,ZH,de
Schaffhausen,8200,Schaffhausen,SH,de
Schaffhausen,8203,Schaffhausen,SH,de
Schaffhausen,8207,Schaffhausen,SH,de
Schaffhausen,8208,Schaffhausen,SH,de
Nohl,8212,Laufen-Uhwiesen,ZH,de
Neuhausen am Rheinfall,8212,Neuhausen am Rheinfall,SH,de
Neunkirch,8213,Neunkirch,SH,de
Gächlingen,8214,Gächlingen,SH,de
Gächlingen,8214,Gächlingen,SH,de
Hallau,8215,Hallau,SH,de
Oberhallau,8216,Oberhallau,SH,de
Wilchingen,8217,Wilchingen,SH,de
Wilchingen,8217,Wilchingen,SH,de
Osterfingen,8218,Wilchingen,SH,de
Trasadingen,8219,Trasadingen,SH,de
Beringen,8222,Beringen,SH,de
Guntmadingen,8223,Beringen,SH,de
Löhningen,8224,Löhningen,SH,de
Siblingen,8225,Siblingen,SH,de
Schleitheim,8226,Schleitheim,SH,de
Beggingen,8228,Beggingen,SH,de
Hemmental,8231,Schaffhausen,SH,de
Merishausen,8232,Merishausen,SH,de
Bargen SH,8233,Bargen (SH),SH,de
Stetten SH,8234,Stetten (SH),SH,de
Lohn SH,8235,Lohn (SH),SH,de
Büttenhardt,8236,Büttenhardt,SH,de
Opfertshofen SH,8236,Thayngen,SH,de
Dörflingen,8239,Dörflingen,SH,de
Thayngen,8240,Thayngen,SH,de
Barzheim,8241,Thayngen,SH,de
Bibern SH,8242,Thayngen,SH,de
Hofen SH,8242,Thayngen,SH,de
Altdorf SH,8243,Thayngen,SH,de
Feuerthalen,8245,Feuerthalen,ZH,de
Langwiesen,8246,Feuerthalen,ZH,de
Flurlingen,8247,Flurlingen,ZH,de
Uhwiesen,8248,Laufen-Uhwiesen,ZH,de
Schlatt TG,8252,Schlatt (TG),TG,de
Diessenhofen,8253,Diessenhofen,TG,de
Willisdorf,8253,Diessenhofen,TG,de
Basadingen,8254,Basadingen-Schlattingen,TG,de
Schlattingen,8255,Basadingen-Schlattingen,TG,de
Kaltenbach,8259,Wagenhausen,TG,de
Etzwilen,8259,Wagenhausen,TG,de
Rheinklingen,8259,Wagenhausen,TG,de
Wagenhausen,8259,Wagenhausen,TG,de
Stein am Rhein,8260,Stein am Rhein,SH,de
Hemishofen,8261,Hemishofen,SH,de
Ramsen,8262,Ramsen,SH,de
Buch SH,8263,Buch (SH),SH,de
Eschenz,8264,Eschenz,TG,de
Mammern,8265,Mammern,TG,de
Steckborn,8266,Steckborn,TG,de
Berlingen,8267,Berlingen,TG,de
Mannenbach-Salenstein,8268,Salenstein,TG,de
Salenstein,8268,Salenstein,TG,de
Fruthwilen,8269,Salenstein,TG,de
Ermatingen,8272,Ermatingen,TG,de
Triboltingen,8273,Ermatingen,TG,de
Gottlieben,8274,Gottlieben,TG,de
Tägerwilen,8274,Tägerwilen,TG,de
Kreuzlingen,8280,Kreuzlingen,TG,de
Kloten,8302,Kloten,ZH,de
Bassersdorf,8303,Bassersdorf,ZH,de
Wallisellen,8304,Wallisellen,ZH,de
Dietlikon,8305,Dietlikon,ZH,de
Brüttisellen,8306,Wangen-Brüttisellen,ZH,de
Effretikon,8307,Illnau-Effretikon,ZH,de
Ottikon b. Kemptthal,8307,Illnau-Effretikon,ZH,de
Illnau,8308,Illnau-Effretikon,ZH,de
Agasul,8308,Illnau-Effretikon,ZH,de
Nürensdorf,8309,Nürensdorf,ZH,de
Kemptthal,8310,Lindau,ZH,de
Grafstal,8310,Lindau,ZH,de
Brütten,8311,Brütten,ZH,de
Winterberg ZH,8312,Lindau,ZH,de
Kyburg,8314,Illnau-Effretikon,ZH,de
Lindau,8315,Lindau,ZH,de
Tagelswangen,8317,Lindau,ZH,de
Fehraltorf,8320,Fehraltorf,ZH,de
Madetswil,8322,Russikon,ZH,de
Gündisau,8322,Russikon,ZH,de
Pfäffikon ZH,8330,Pfäffikon,ZH,de
Auslikon,8331,Pfäffikon,ZH,de
Russikon,8332,Russikon,ZH,de
Rumlikon,8332,Russikon,ZH,de
Hittnau,8335,Hittnau,ZH,de
Hinwil,8340,Hinwil,ZH,de
Wernetshausen,8342,Hinwil,ZH,de
Bäretswil,8344,Bäretswil,ZH,de
Adetswil,8345,Bäretswil,ZH,de
Elsau,8352,Elsau,ZH,de
Ricketwil (Winterthur),8352,Winterthur,ZH,de
Elgg,8353,Elgg,ZH,de
Hofstetten ZH,8354,Elgg,ZH,de
Dickbuch,8354,Elgg,ZH,de
Aadorf,8355,Aadorf,TG,de
Ettenhausen TG,8356,Aadorf,TG,de
Guntershausen b. Aadorf,8357,Aadorf,TG,de
Eschlikon TG,8360,Eschlikon,TG,de
Wallenwil,8360,Eschlikon,TG,de
Balterswil,8362,Bichelsee-Balterswil,TG,de
Bichelsee,8363,Bichelsee-Balterswil,TG,de
Sirnach,8370,Sirnach,TG,de
Busswil TG,8371,Sirnach,TG,de
Wiezikon bei Sirnach,8372,Sirnach,TG,de
Dussnang,8374,Fischingen,TG,de
Oberwangen TG,8374,Fischingen,TG,de
Fischingen,8376,Fischingen,TG,de
Au TG,8376,Fischingen,TG,de
Winterthur,8400,Winterthur,ZH,de
Winterthur,8404,Winterthur,ZH,de
Reutlingen (Winterthur),8404,Winterthur,ZH,de
Stadel (Winterthur),8404,Winterthur,ZH,de
Winterthur,8405,Winterthur,ZH,de
Winterthur,8406,Winterthur,ZH,de
Winterthur,8408,Winterthur,ZH,de
Winterthur,8409,Winterthur,ZH,de
Aesch (Neftenbach),8412,Neftenbach,ZH,de
Riet (Neftenbach),8412,Neftenbach,ZH,de
Hünikon (Neftenbach),8412,Neftenbach,ZH,de
Neftenbach,8413,Neftenbach,ZH,de
Buch am Irchel,8414,Buch am Irchel,ZH,de
Berg am Irchel,8415,Berg am Irchel,ZH,de
Gräslikon,8415,Berg am Irchel,ZH,de
Flaach,8416,Flaach,ZH,de
Schlatt ZH,8418,Schlatt (ZH),ZH,de
Dättlikon,8421,Dättlikon,ZH,de
Pfungen,8422,Pfungen,ZH,de
Embrach,8424,Embrach,ZH,de
Oberembrach,8425,Oberembrach,ZH,de
Lufingen,8426,Lufingen,ZH,de
Freienstein,8427,Freienstein-Teufen,ZH,de
Rorbas,8427,Rorbas,ZH,de
Teufen ZH,8428,Freienstein-Teufen,ZH,de
Hettlingen,8442,Hettlingen,ZH,de
Henggart,8444,Henggart,ZH,de
Dachsen,8447,Dachsen,ZH,de
Andelfingen,8450,Andelfingen,ZH,de
Kleinandelfingen,8451,Kleinandelfingen,ZH,de
Adlikon b. Andelfingen,8452,Adlikon,ZH,de
Alten,8453,Kleinandelfingen,ZH,de
Buchberg,8454,Buchberg,SH,de
Rüdlingen,8455,Rüdlingen,SH,de
Humlikon,8457,Humlikon,ZH,de
Dorf,8458,Dorf,ZH,de
Volken,8459,Volken,ZH,de
Marthalen,8460,Marthalen,ZH,de
Oerlingen,8461,Kleinandelfingen,ZH,de
Rheinau,8462,Rheinau,ZH,de
Benken ZH,8463,Benken (ZH),ZH,de
Ellikon am Rhein,8464,Marthalen,ZH,de
Rudolfingen,8465,Trüllikon,ZH,de
Wildensbuch,8465,Trüllikon,ZH,de
Trüllikon,8466,Trüllikon,ZH,de
Truttikon,8467,Truttikon,ZH,de
Waltalingen,8468,Stammheim,ZH,de
Guntalingen,8468,Stammheim,ZH,de
Rutschwil (Dägerlen),8471,Dägerlen,ZH,de
Dägerlen,8471,Dägerlen,ZH,de
Oberwil (Dägerlen),8471,Dägerlen,ZH,de
Berg (Dägerlen),8471,Dägerlen,ZH,de
Bänk (Dägerlen),8471,Dägerlen,ZH,de
Seuzach,8472,Seuzach,ZH,de
Dinhard,8474,Dinhard,ZH,de
Ossingen,8475,Ossingen,ZH,de
Unterstammheim,8476,Stammheim,ZH,de
Oberstammheim,8477,Stammheim,ZH,de
Thalheim an der Thur,8478,Thalheim an der Thur,ZH,de
Altikon,8479,Altikon,ZH,de
Sennhof (Winterthur),8482,Winterthur,ZH,de
Kollbrunn,8483,Zell (ZH),ZH,de
Weisslingen,8484,Weisslingen,ZH,de
Neschwil,8484,Weisslingen,ZH,de
Theilingen,8484,Weisslingen,ZH,de
Rikon im Tösstal,8486,Zell (ZH),ZH,de
Zell ZH,8487,Zell (ZH),ZH,de
Rämismühle,8487,Zell (ZH),ZH,de
Turbenthal,8488,Turbenthal,ZH,de
Wildberg,8489,Wildberg,ZH,de
Schalchen,8489,Wildberg,ZH,de
Ehrikon,8489,Wildberg,ZH,de
Wila,8492,Wila,ZH,de
Saland,8493,Bauma,ZH,de
Bauma,8494,Bauma,ZH,de
Schmidrüti,8495,Turbenthal,ZH,de
Steg im Tösstal,8496,Fischenthal,ZH,de
Fischenthal,8497,Fischenthal,ZH,de
Gibswil,8498,Fischenthal,ZH,de
Sternenberg,8499,Bauma,ZH,de
Frauenfeld,8500,Frauenfeld,TG,de
Gerlikon,8500,Frauenfeld,TG,de
Pfyn,8505,Pfyn,TG,de
Dettighofen,8505,Pfyn,TG,de
Lanzenneunforn,8506,Herdern,TG,de
Hörhausen,8507,Homburg,TG,de
Homburg,8508,Homburg,TG,de
Thundorf,8512,Thundorf,TG,de
Lustdorf,8512,Thundorf,TG,de
Wetzikon TG,8512,Thundorf,TG,de
Amlikon-Bissegg,8514,Amlikon-Bissegg,TG,de
Häuslenen,8522,Aadorf,TG,de
Aawangen,8522,Aadorf,TG,de
Hagenbuch ZH,8523,Hagenbuch,ZH,de
Uesslingen,8524,Uesslingen-Buch,TG,de
Buch bei Frauenfeld,8524,Uesslingen-Buch,TG,de
Wilen b. Neunforn,8525,Stammheim,ZH,de
Niederneunforn,8525,Neunforn,TG,de
Oberneunforn,8526,Neunforn,TG,de
Warth,8532,Warth-Weiningen,TG,de
Weiningen TG,8532,Warth-Weiningen,TG,de
Herdern,8535,Herdern,TG,de
Hüttwilen,8536,Hüttwilen,TG,de
Nussbaumen TG,8537,Hüttwilen,TG,de
Uerschhausen,8537,Hüttwilen,TG,de
Wiesendangen,8542,Wiesendangen,ZH,de
Bertschikon,8543,Wiesendangen,ZH,de
Gundetswil,8543,Wiesendangen,ZH,de
Kefikon ZH,8543,Wiesendangen,ZH,de
Attikon,8544,Wiesendangen,ZH,de
Rickenbach ZH,8545,Rickenbach (ZH),ZH,de
Rickenbach Sulz,8545,Rickenbach (ZH),ZH,de
Menzengrüt,8546,Wiesendangen,ZH,de
Islikon,8546,Gachnang,TG,de
Kefikon TG,8546,Gachnang,TG,de
Gachnang,8547,Gachnang,TG,de
Ellikon an der Thur,8548,Ellikon an der Thur,ZH,de
Felben-Wellhausen,8552,Felben-Wellhausen,TG,de
Harenwilen,8553,Hüttlingen,TG,de
Mettendorf TG,8553,Hüttlingen,TG,de
Hüttlingen,8553,Hüttlingen,TG,de
Eschikofen,8553,Hüttlingen,TG,de
Müllheim-Wigoltingen,8554,Wigoltingen,TG,de
Bonau,8554,Wigoltingen,TG,de
Müllheim Dorf,8555,Müllheim,TG,de
Wigoltingen,8556,Wigoltingen,TG,de
Engwang,8556,Wigoltingen,TG,de
Illhart,8556,Wigoltingen,TG,de
Lamperswil TG,8556,Wigoltingen,TG,de
Raperswilen,8558,Raperswilen,TG,de
Märstetten,8560,Märstetten,TG,de
Ottoberg,8561,Märstetten,TG,de
Hefenhausen,8564,Wäldi,TG,de
Engwilen,8564,Wäldi,TG,de
Sonterswil,8564,Wäldi,TG,de
Wäldi,8564,Wäldi,TG,de
Lipperswil,8564,Wäldi,TG,de
Hattenhausen,8564,Wäldi,TG,de
Gunterswilen,8564,Wäldi,TG,de
Wagerswil,8564,Wigoltingen,TG,de
Hugelshofen,8565,Kemmental,TG,de
Neuwilen,8566,Kemmental,TG,de
Dotnacht,8566,Kemmental,TG,de
Ellighausen,8566,Kemmental,TG,de
Lippoldswilen,8566,Kemmental,TG,de
Weinfelden,8570,Weinfelden,TG,de
Berg TG,8572,Berg (TG),TG,de
Andhausen,8572,Berg (TG),TG,de
Graltshausen,8572,Berg (TG),TG,de
Guntershausen b. Berg,8572,Berg (TG),TG,de
Siegershausen,8573,Kemmental,TG,de
Alterswilen,8573,Kemmental,TG,de
Altishausen,8573,Kemmental,TG,de
Illighausen,8574,Lengwil,TG,de
Oberhofen TG,8574,Lengwil,TG,de
Lengwil,8574,Lengwil,TG,de
Dettighofen (Lengwil),8574,Lengwil,TG,de
Bürglen TG,8575,Bürglen (TG),TG,de
Istighofen,8575,Bürglen (TG),TG,de
Mauren TG,8576,Berg (TG),TG,de
Schönholzerswilen,8577,Schönholzerswilen,TG,de
Hefenhofen,8580,Hefenhofen,TG,de
Sommeri,8580,Sommeri,TG,de
Amriswil,8580,Amriswil,TG,de
Hagenwil bei Amriswil,8580,Amriswil,TG,de
Biessenhofen,8580,Amriswil,TG,de
Schocherswil,8581,Amriswil,TG,de
Dozwil,8582,Dozwil,TG,de
Sulgen,8583,Sulgen,TG,de
Götighofen,8583,Sulgen,TG,de
Donzhausen,8583,Sulgen,TG,de
Leimbach TG,8584,Bürglen (TG),TG,de
Opfershofen TG,8584,Bürglen (TG),TG,de
Langrickenbach,8585,Langrickenbach,TG,de
Zuben,8585,Langrickenbach,TG,de
Schönenbaumgarten,8585,Langrickenbach,TG,de
Herrenhof,8585,Langrickenbach,TG,de
Mattwil,8585,Birwinken,TG,de
Happerswil,8585,Birwinken,TG,de
Birwinken,8585,Birwinken,TG,de
Klarsreuti,8585,Birwinken,TG,de
Erlen,8586,Erlen,TG,de
Kümmertshausen,8586,Erlen,TG,de
Riedt b. Erlen,8586,Erlen,TG,de
Buchackern,8586,Erlen,TG,de
Engishofen,8586,Erlen,TG,de
Ennetaach,8586,Erlen,TG,de
Andwil TG,8586,Birwinken,TG,de
Buch bei Kümmertshausen,8586,Birwinken,TG,de
Oberaach,8587,Amriswil,TG,de
Zihlschlacht,8588,Zihlschlacht-Sitterdorf,TG,de
Sitterdorf,8589,Zihlschlacht-Sitterdorf,TG,de
Romanshorn,8590,Romanshorn,TG,de
Uttwil,8592,Uttwil,TG,de
Kesswil,8593,Kesswil,TG,de
Güttingen,8594,Güttingen,TG,de
Altnau,8595,Altnau,TG,de
Scherzingen,8596,Münsterlingen,TG,de
Münsterlingen,8596,Münsterlingen,TG,de
Landschlacht,8597,Münsterlingen,TG,de
Bottighofen,8598,Bottighofen,TG,de
Salmsach,8599,Salmsach,TG,de
Dübendorf,8600,Dübendorf,ZH,de
Wangen b. Dübendorf,8602,Wangen-Brüttisellen,ZH,de
Schwerzenbach,8603,Schwerzenbach,ZH,de
Volketswil,8604,Volketswil,ZH,de
Gutenswil,8605,Volketswil,ZH,de
Greifensee,8606,Greifensee,ZH,de
Nänikon,8606,Uster,ZH,de
Aathal-Seegräben,8607,Seegräben,ZH,de
Bubikon,8608,Bubikon,ZH,de
Uster,8610,Uster,ZH,de
Bertschikon (Gossau ZH),8614,Gossau (ZH),ZH,de
Sulzbach,8614,Uster,ZH,de
Wermatswil,8615,Uster,ZH,de
Freudwil,8615,Uster,ZH,de
Riedikon,8616,Uster,ZH,de
Mönchaltorf,8617,Mönchaltorf,ZH,de
Oetwil am See,8618,Oetwil am See,ZH,de
Wetzikon ZH,8620,Wetzikon (ZH),ZH,de
Wetzikon ZH,8623,Wetzikon (ZH),ZH,de
Grüt (Gossau ZH),8624,Gossau (ZH),ZH,de
Gossau ZH,8625,Gossau (ZH),ZH,de
Ottikon (Gossau ZH),8626,Gossau (ZH),ZH,de
Grüningen,8627,Grüningen,ZH,de
Rüti ZH,8630,Rüti (ZH),ZH,de
Tann,8632,Dürnten,ZH,de
Wolfhausen,8633,Bubikon,ZH,de
Hombrechtikon,8634,Hombrechtikon,ZH,de
Dürnten,8635,Dürnten,ZH,de
Wald ZH,8636,Wald (ZH),ZH,de
Laupen ZH,8637,Wald (ZH),ZH,de
Goldingen,8638,Eschenbach (SG),SG,de
Hurden,8640,Freienbach,SZ,de
Rapperswil SG,8640,Rapperswil-Jona,SG,de
Jona,8645,Rapperswil-Jona,SG,de
Wagen,8646,Rapperswil-Jona,SG,de
Küsnacht ZH,8700,Küsnacht (ZH),ZH,de
Zollikon,8702,Zollikon,ZH,de
Erlenbach ZH,8703,Erlenbach (ZH),ZH,de
Herrliberg,8704,Herrliberg,ZH,de
Meilen,8706,Meilen,ZH,de
Uetikon am See,8707,Uetikon am See,ZH,de
Männedorf,8708,Männedorf,ZH,de
Stäfa,8712,Stäfa,ZH,de
Uerikon,8713,Stäfa,ZH,de
Feldbach,8714,Hombrechtikon,ZH,de
Bollingen,8715,Rapperswil-Jona,SG,de
Schmerikon,8716,Schmerikon,SG,de
Benken SG,8717,Benken (SG),SG,de
Schänis,8718,Schänis,SG,de
Kaltbrunn,8722,Kaltbrunn,SG,de
Rufi,8723,Schänis,SG,de
Maseltrangen,8723,Schänis,SG,de
Ernetschwil,8725,Gommiswald,SG,de
Gebertingen,8725,Gommiswald,SG,de
Ricken,8726,Wattwil,SG,de
Walde SG,8727,Eschenbach (SG),SG,de
Uznach,8730,Uznach,SG,de
Neuhaus SG,8732,Eschenbach (SG),SG,de
Eschenbach SG,8733,Eschenbach (SG),SG,de
Ermenswil,8734,Eschenbach (SG),SG,de
St. Gallenkappel,8735,Eschenbach (SG),SG,de
Rüeterswil,8735,Eschenbach (SG),SG,de
Gommiswald,8737,Gommiswald,SG,de
Uetliburg SG,8738,Gommiswald,SG,de
Rieden SG,8739,Gommiswald,SG,de
Glarus,8750,Glarus,GL,de
Riedern,8750,Glarus,GL,de
Klöntal,8750,Glarus,GL,de
Urnerboden,8751,Spiringen,UR,de
Näfels,8752,Glarus Nord,GL,de
Mollis,8753,Glarus Nord,GL,de
Netstal,8754,Glarus,GL,de
Ennenda,8755,Glarus,GL,de
Mitlödi,8756,Glarus Süd,GL,de
Filzbach,8757,Glarus Nord,GL,de
Obstalden,8758,Glarus Nord,GL,de
Schwanden GL,8762,Glarus Süd,GL,de
Schwändi b. Schwanden,8762,Glarus Süd,GL,de
